STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),acl00,Classification of activities for time use,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,NO,Norway,2022,,85.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,PL,Poland,2015,,54.2,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,PL,Poland,2022,,23.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,PT,Portugal,2015,,21.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,PT,Portugal,2022,,12.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,RO,Romania,2015,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,RO,Romania,2022,,4.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,RS,Serbia,2015,,14.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,RS,Serbia,2022,,7.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SE,Sweden,2015,,73.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SE,Sweden,2022,,52.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SI,Slovenia,2015,,57.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SI,Slovenia,2022,,36.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SK,Slovakia,2015,,18.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,SK,Slovakia,2022,,10.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,TR,Türkiye,2022,,2.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,M,Males,PC,Percentage,UK,United Kingdom,2015,,16.9,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,AT,Austria,2015,,29.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,AT,Austria,2022,,14.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,BE,Belgium,2015,,21.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,BE,Belgium,2022,,12.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,BG,Bulgaria,2015,,7.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,BG,Bulgaria,2022,,2.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CH,Switzerland,2015,,47.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CH,Switzerland,2022,,28.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CY,Cyprus,2015,,3.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CY,Cyprus,2022,,29.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CZ,Czechia,2015,,17.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,CZ,Czechia,2022,,14.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,DE,Germany,2015,,10.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,DK,Denmark,2015,,44.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,DK,Denmark,2022,,23.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EE,Estonia,2015,,27.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EE,Estonia,2022,,14.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EL,Greece,2015,,15.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EL,Greece,2022,,7.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,ES,Spain,2015,,11.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,ES,Spain,2022,,6.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,23.8,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,15.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,FI,Finland,2015,,80.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,FR,France,2015,,24.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,FR,France,2022,,11.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,HR,Croatia,2015,,19.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,HR,Croatia,2022,,10.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,HU,Hungary,2015,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,HU,Hungary,2022,,10.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,IE,Ireland,2015,,39.4,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,IE,Ireland,2022,,17.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,IS,Iceland,2015,,68.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,IT,Italy,2015,,12.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,IT,Italy,2022,,4.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LT,Lithuania,2015,,17.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LT,Lithuania,2022,,11.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LU,Luxembourg,2015,,31.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LU,Luxembourg,2022,,9.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LV,Latvia,2015,,31.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,LV,Latvia,2022,,15.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,ME,Montenegro,2022,,7.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,MK,North Macedonia,2015,,23.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,MT,Malta,2015,,0.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,MT,Malta,2022,,9.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,NL,Netherlands,2015,,86.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,NL,Netherlands,2022,,78.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,NO,Norway,2015,,80.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,NO,Norway,2022,,83.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,PL,Poland,2015,,55.1,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,PL,Poland,2022,,25.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,PT,Portugal,2015,,23.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,PT,Portugal,2022,,15.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,RO,Romania,2015,,3.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,RO,Romania,2022,,4.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,RS,Serbia,2015,,13.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,RS,Serbia,2022,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SE,Sweden,2015,,73.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SE,Sweden,2022,,50.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SI,Slovenia,2015,,57.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SI,Slovenia,2022,,35.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SK,Slovakia,2015,,19.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,SK,Slovakia,2022,,11.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,TR,Türkiye,2022,,2.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y25-64,From 25 to 64 years,T,Total,PC,Percentage,UK,United Kingdom,2015,,18.5,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,AT,Austria,2015,,29.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,AT,Austria,2022,,13.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,BE,Belgium,2015,,20.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,BE,Belgium,2022,,12.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,BG,Bulgaria,2015,,7.8,,,,,
